Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
28,24/02/2012,53.13,3.95,9687.54,3338.06,,847.07,6736.61,130.5502069,12.187,False
28,02/03/2012,52.27,4.178,23765.08,872.4,3.5,12645.96,4736.14,130.6457931,12.187,False
28,09/03/2012,54.54,4.25,11431.91,101.02,6.93,2060.55,9332.74,130.7413793,12.187,False
28,16/03/2012,64.44,4.273,8243.42,44.26,6.68,3641.11,3645.65,130.8261935,12.187,False
28,23/03/2012,56.26,4.038,9066.75,48.94,5.91,1040.74,3796.72,130.8966452,12.187,False
28,30/03/2012,64.36,4.294,11704.17,57.61,11.85,1537.38,2536.67,130.9670968,12.187,False
28,06/04/2012,64.05,4.121,9368.15,,35.75,2580.09,8313.39,131.0375484,11.627,False
28,13/04/2012,64.28,4.254,8478.14,5630.15,20.53,2457.88,9394.39,131.108,11.627,False
28,20/04/2012,66.73,4.222,5343.29,3895.86,17.32,657.56,4674.67,131.1173333,11.627,False
28,27/04/2012,77.99,4.193,3003.61,564.36,16.11,35.54,3226.41,131.1266667,11.627,False
28,04/05/2012,76.03,4.171,16196.98,,45.99,2938.52,8176.03,131.136,11.627,False
28,11/05/2012,77.27,4.186,14847.64,392.0,84.72,4190.88,5556.15,131.1453333,11.627,False
28,18/05/2012,84.51,4.11,5282.21,,1.23,1188.92,5422.89,131.0983226,11.627,False
28,25/05/2012,83.84,4.293,7557.62,,609.0,1574.85,7620.93,131.0287742,11.627,False
28,01/06/2012,78.11,4.277,15488.5,,72.0,3872.89,5319.68,130.9592258,11.627,False
28,08/06/2012,84.83,4.103,9026.85,101.2,-29.1,833.67,11752.37,130.8896774,11.627,False
28,15/06/2012,85.94,4.144,8619.75,101.0,363.96,2244.26,6524.51,130.8295333,11.627,False
28,22/06/2012,91.61,4.014,10280.97,18.4,1.12,3663.41,6659.58,130.7929,11.627,False
28,29/06/2012,90.47,3.875,6830.32,37.2,,331.46,4690.76,130.7562667,11.627,False
28,06/07/2012,89.13,3.765,5618.88,98.6,111.79,2513.36,6421.05,130.7196333,10.926,False
28,13/07/2012,95.61,3.723,11410.19,19.8,3.03,3053.13,1510.09,130.683,10.926,False
28,20/07/2012,85.53,3.726,8235.78,61.2,12.27,944.08,3623.51,130.7012903,10.926,False
28,27/07/2012,93.47,3.769,4311.14,25.6,5.34,6009.47,4271.03,130.7195806,10.926,False
28,03/08/2012,88.16,3.76,27801.87,28.5,76.11,8969.45,5970.49,130.737871,10.926,False
28,10/08/2012,95.91,3.811,8364.4,69.48,30.01,4158.02,3050.7,130.7561613,10.926,False
28,17/08/2012,94.87,4.002,5349.52,1.98,11.24,2542.17,6620.24,130.7909677,10.926,False
28,24/08/2012,85.32,4.055,6730.91,10.92,309.93,2779.28,5826.35,130.8381613,10.926,False
28,31/08/2012,89.78,4.093,25745.2,3.2,115.39,11858.54,4508.04,130.8853548,10.926,False
28,07/09/2012,88.52,4.124,7046.94,43.42,66.08,701.38,11100.55,130.9325484,10.926,True
28,14/09/2012,83.64,4.133,15676.1,6.98,24.11,2180.72,10483.58,130.9776667,10.926,False
28,21/09/2012,82.97,4.125,8790.27,104.0,3.0,1761.3,9638.33,131.0103333,10.926,False
28,28/09/2012,81.22,3.966,5977.78,7.91,2.16,2458.5,6671.45,131.043,10.926,False
28,05/10/2012,81.61,3.966,4436.17,,28.91,6563.84,8417.76,131.0756667,10.199,False
28,12/10/2012,71.74,4.468,1546.44,,13.36,1057.73,6560.97,131.1083333,10.199,False
28,19/10/2012,68.66,4.449,2307.28,,4.7,1406.03,4122.2,131.1499677,10.199,False
28,26/10/2012,65.95,4.301,6490.13,90.02,,1750.84,1684.36,131.1930968,10.199,False
28,02/11/2012,63.22,4.099,9765.35,6729.72,43.82,4608.92,7092.27,131.2362258,10.199,False
28,09/11/2012,65.31,3.951,11066.79,7689.39,25.88,2816.22,6764.59,131.2793548,10.199,False
28,16/11/2012,49.39,3.834,10431.55,184.51,42.72,1422.57,771448.1,131.3258,10.199,False
28,23/11/2012,58.07,3.759,1064.86,,84493.38,515.22,1144.61,131.3766667,10.199,True
28,30/11/2012,57.03,3.581,2475.11,,7879.62,438.16,31990.74,131.4275333,10.199,False
28,07/12/2012,57.83,3.668,9232.97,,413.24,2404.59,12278.82,131.4784,10.199,False
28,14/12/2012,49.74,3.467,3904.31,,128.0,279.27,7181.55,131.537,10.199,False
28,21/12/2012,42.83,3.393,3577.43,79.96,122.92,36.29,2530.09,131.642,10.199,False
28,28/12/2012,43.35,3.48,12973.34,35919.8,173.1,63.89,1894.52,131.747,10.199,True
28,04/01/2013,38.8,3.51,1529.2,28399.98,17.51,15.74,4848.03,131.852,9.91,False
28,11/01/2013,44.59,3.542,6311.91,9225.86,4.4,241.02,5898.01,131.957,9.91,False
28,18/01/2013,36.49,3.545,4908.9,1569.2,1.02,296.82,5466.87,132.030871,9.91,False
28,25/01/2013,49.21,3.337,4854.39,1931.93,0.3,615.56,6698.98,132.0922903,9.91,False
28,01/02/2013,49.54,3.6,13456.32,951.31,110.42,17469.41,2236.52,132.1537097,9.91,False
28,08/02/2013,54.96,3.795,63800.33,449.78,486.62,36592.8,3939.02,132.215129,9.91,True
28,15/02/2013,47.12,3.924,14659.05,4653.27,12.38,682.04,9065.86,132.2725714,9.91,False
28,22/02/2013,49.57,4.031,10336.01,2765.28,46.48,6676.43,2829.74,132.3200714,9.91,False
28,01/03/2013,48.08,4.109,3857.41,213.47,4.12,332.82,5674.71,132.3675714,9.91,False
28,08/03/2013,60.4,3.874,24400.83,85.89,103.31,7412.67,45648.88,132.4150714,9.91,False
28,15/03/2013,61.7,4.104,5839.04,,18.14,887.84,1877.73,132.4668065,9.91,False
28,22/03/2013,68.75,4.062,10551.97,,477.0,1991.96,2841.14,132.529129,9.91,False
28,29/03/2013,62.86,4.016,11960.92,,339.06,447.36,4004.18,132.5914516,9.91,False
28,05/04/2013,69.47,3.998,14572.76,7502.43,300.04,1730.03,3466.27,132.6537742,9.874,False
28,12/04/2013,65.6,3.981,4519.29,4590.85,46.85,2597.41,2875.3,132.7160968,9.874,False
28,19/04/2013,64.35,3.76,3507.89,13.12,55.6,964.46,3508.28,132.7160968,9.874,False
28,26/04/2013,70.74,3.889,3786.29,,81.36,1742.42,4579.56,132.7160968,9.874,False
28,03/05/2013,76.84,3.671,7588.35,3.0,106.95,7193.46,8558.1,,,False
28,10/05/2013,70.18,3.689,7825.44,573.94,57.72,1239.78,6407.04,,,False
28,17/05/2013,83.43,3.809,8081.71,346.88,6.96,2392.09,5542.49,,,False
28,24/05/2013,77.87,3.835,3908.93,73.82,184.9,2796.83,4844.73,,,False
28,31/05/2013,81.08,3.829,2389.95,256.14,831.94,96.52,9751.47,,,False
28,07/06/2013,89.89,3.789,14212.62,251.87,397.98,8948.52,7226.26,,,False
28,14/06/2013,92.14,3.771,8040.53,166.44,385.15,4407.58,3743.72,,,False
28,21/06/2013,87.28,3.766,5661.11,227.29,144.63,4944.18,4958.33,,,False
28,28/06/2013,89.94,3.781,5170.28,223.74,,4038.9,3655.78,,,False
28,05/07/2013,101.95,3.753,8886.95,475.89,863.71,14917.43,1655.99,,,False
28,12/07/2013,92.61,3.737,3984.35,384.58,82.83,3412.92,2436.13,,,False
28,19/07/2013,93.75,3.823,3412.38,461.15,30.9,1155.84,3527.07,,,False
28,26/07/2013,90.27,3.865,329.48,150.3,207.2,143.02,1538.97,,,False
29,05/02/2010,24.36,2.788,,,,,,131.5279032,10.064,False
29,12/02/2010,28.14,2.771,,,,,,131.5866129,10.064,True
29,19/02/2010,31.96,2.747,,,,,,131.637,10.064,False
29,26/02/2010,35.98,2.753,,,,,,131.686,10.064,False
29,05/03/2010,36.82,2.766,,,,,,131.735,10.064,False
29,12/03/2010,43.43,2.805,,,,,,131.784,10.064,False
29,19/03/2010,46.03,2.834,,,,,,131.8242903,10.064,False
29,26/03/2010,48.56,2.831,,,,,,131.863129,10.064,False
29,02/04/2010,44.96,2.826,,,,,,131.9019677,10.16,False
29,09/04/2010,57.06,2.849,,,,,,131.9408065,10.16,False
29,16/04/2010,51.14,2.885,,,,,,131.9809,10.16,False
29,23/04/2010,51.04,2.895,,,,,,132.0226667,10.16,False
29,30/04/2010,50.96,2.935,,,,,,132.0644333,10.16,False
29,07/05/2010,63.81,2.981,,,,,,132.1062,10.16,False
29,14/05/2010,50.99,2.983,,,,,,132.152129,10.16,False
29,21/05/2010,59.99,2.961,,,,,,132.2230323,10.16,False
29,28/05/2010,65.64,2.906,,,,,,132.2939355,10.16,False
29,04/06/2010,69.49,2.857,,,,,,132.3648387,10.16,False
29,11/06/2010,65.01,2.83,,,,,,132.4357419,10.16,False
29,18/06/2010,67.13,2.805,,,,,,132.4733333,10.16,False
29,25/06/2010,74.37,2.81,,,,,,132.4976,10.16,False
29,02/07/2010,72.88,2.815,,,,,,132.5218667,10.409,False
29,09/07/2010,79.22,2.806,,,,,,132.5461333,10.409,False
29,16/07/2010,76.3,2.796,,,,,,132.5667742,10.409,False
29,23/07/2010,76.91,2.784,,,,,,132.5825806,10.409,False
29,30/07/2010,76.35,2.792,,,,,,132.5983871,10.409,False
29,06/08/2010,74.37,2.792,,,,,,132.6141935,10.409,False
29,13/08/2010,74.75,2.81,,,,,,132.63,10.409,False
29,20/08/2010,73.21,2.796,,,,,,132.6616129,10.409,False
29,27/08/2010,68.99,2.77,,,,,,132.6932258,10.409,False
29,03/09/2010,75.85,2.735,,,,,,132.7248387,10.409,False
29,10/09/2010,68.6,2.717,,,,,,132.7564516,10.409,True
29,17/09/2010,62.49,2.716,,,,,,132.7670667,10.409,False
29,24/09/2010,65.14,2.718,,,,,,132.7619333,10.409,False
29,01/10/2010,69.31,2.717,,,,,,132.7568,10.524,False
29,08/10/2010,56.32,2.776,,,,,,132.7516667,10.524,False
29,15/10/2010,55.23,2.878,,,,,,132.7633548,10.524,False
29,22/10/2010,50.24,2.919,,,,,,132.8170968,10.524,False
29,29/10/2010,57.73,2.938,,,,,,132.8708387,10.524,False
29,05/11/2010,44.34,2.938,,,,,,132.9245806,10.524,False
29,12/11/2010,44.42,2.961,,,,,,132.9783226,10.524,False
29,19/11/2010,48.62,3.03,,,,,,132.9172,10.524,False
29,26/11/2010,44.61,3.07,,,,,,132.8369333,10.524,True
29,03/12/2010,39.42,3.065,,,,,,132.7566667,10.524,False
29,10/12/2010,28.43,3.132,,,,,,132.6764,10.524,False
29,17/12/2010,30.46,3.139,,,,,,132.6804516,10.524,False
29,24/12/2010,29.76,3.15,,,,,,132.7477419,10.524,False
29,31/12/2010,28.49,3.177,,,,,,132.8150323,10.524,True
29,07/01/2011,32.56,3.193,,,,,,132.8823226,10.256,False
29,14/01/2011,24.76,3.215,,,,,,132.9510645,10.256,False
29,21/01/2011,26.8,3.232,,,,,,133.0285161,10.256,False
29,28/01/2011,20.61,3.243,,,,,,133.1059677,10.256,False
29,04/02/2011,26.39,3.24,,,,,,133.1834194,10.256,False
29,11/02/2011,28.89,3.255,,,,,,133.260871,10.256,True
29,18/02/2011,35.34,3.263,,,,,,133.3701429,10.256,False
29,25/02/2011,30.23,3.281,,,,,,133.4921429,10.256,False
29,04/03/2011,33.52,3.437,,,,,,133.6141429,10.256,False
29,11/03/2011,41.42,3.6,,,,,,133.7361429,10.256,False
29,18/03/2011,43.38,3.634,,,,,,133.8492258,10.256,False
29,25/03/2011,38.77,3.624,,,,,,133.9587419,10.256,False
29,01/04/2011,36.04,3.638,,,,,,134.0682581,9.966,False
29,08/04/2011,44.42,3.72,,,,,,134.1777742,9.966,False
29,15/04/2011,48.88,3.823,,,,,,134.2784667,9.966,False
29,22/04/2011,47.76,3.919,,,,,,134.3571,9.966,False
29,29/04/2011,57.2,3.988,,,,,,134.4357333,9.966,False
29,06/05/2011,53.63,4.078,,,,,,134.5143667,9.966,False
29,13/05/2011,57.71,4.095,,,,,,134.593,9.966,False
29,20/05/2011,58.56,4.101,,,,,,134.6803871,9.966,False
29,27/05/2011,62.59,4.034,,,,,,134.7677742,9.966,False
29,03/06/2011,70.09,3.973,,,,,,134.8551613,9.966,False
29,10/06/2011,69.53,3.924,,,,,,134.9425484,9.966,False
29,17/06/2011,63.97,3.873,,,,,,135.0837333,9.966,False
29,24/06/2011,68.53,3.851,,,,,,135.2652667,9.966,False
29,01/07/2011,70.8,3.815,,,,,,135.4468,9.863,False
29,08/07/2011,74.22,3.784,,,,,,135.6283333,9.863,False
29,15/07/2011,75.2,3.827,,,,,,135.7837419,9.863,False
29,22/07/2011,77.79,3.882,,,,,,135.8738387,9.863,False
29,29/07/2011,75.32,3.898,,,,,,135.9639355,9.863,False
29,05/08/2011,75.33,3.903,,,,,,136.0540323,9.863,False
29,12/08/2011,74.69,3.88,,,,,,136.144129,9.863,False
29,19/08/2011,71.3,3.82,,,,,,136.183129,9.863,False
29,26/08/2011,72.22,3.796,,,,,,136.2136129,9.863,False
29,02/09/2011,69.16,3.784,,,,,,136.2440968,9.863,False
29,09/09/2011,69.14,3.809,,,,,,136.2745806,9.863,True
29,16/09/2011,68.08,3.809,,,,,,136.3145,9.863,False
29,23/09/2011,62.36,3.758,,,,,,136.367,9.863,False
29,30/09/2011,69.78,3.684,,,,,,136.4195,9.863,False
29,07/10/2011,56.44,3.633,,,,,,136.472,9.357,False
29,14/10/2011,62.63,3.583,,,,,,136.5150968,9.357,False
29,21/10/2011,59.3,3.618,,,,,,136.5017742,9.357,False
29,28/10/2011,49.31,3.604,,,,,,136.4884516,9.357,False
29,04/11/2011,42.81,3.586,,,,,,136.475129,9.357,False
29,11/11/2011,47.8,3.57,8394.65,7331.95,200.28,1292.58,2786.42,136.4618065,9.357,False
29,18/11/2011,50.62,3.571,7021.01,967.62,15.97,392.25,5793.48,136.4666667,9.357,False
29,25/11/2011,46.28,3.536,122.33,0.0,47289.47,4.0,1179.49,136.4788,9.357,True
29,02/12/2011,49.11,3.501,2167.06,,1457.99,820.49,6387.74,136.4909333,9.357,False
29,09/12/2011,45.35,3.47,2597.24,,614.02,499.88,5186.34,136.5030667,9.357,False
29,16/12/2011,39.11,3.445,1779.72,,547.17,1211.18,6777.33,136.5335161,9.357,False
29,23/12/2011,39.83,3.413,373.34,5.21,676.82,10.5,1730.4,136.5883871,9.357,False
29,30/12/2011,36.28,3.402,2168.59,17155.07,47.22,332.96,1792.92,136.6432581,9.357,True
29,06/01/2012,34.61,3.439,4557.94,13427.99,9.56,550.78,2053.68,136.698129,8.988,False
29,13/01/2012,39.0,3.523,1789.85,7403.46,0.06,2.5,2512.9,136.753,8.988,False
29,20/01/2012,29.16,3.542,2021.51,2502.83,4.65,383.01,2842.32,136.8564194,8.988,False
29,27/01/2012,35.68,3.568,961.63,2011.62,0.73,117.38,1504.22,136.9598387,8.988,False
29,03/02/2012,40.58,3.633,23656.27,2347.13,110.26,11641.23,2548.96,137.0632581,8.988,False
29,10/02/2012,35.68,3.655,15679.67,2427.87,4.36,4775.31,4026.33,137.1666774,8.988,True
29,17/02/2012,36.25,3.703,7180.13,5665.86,1.76,5185.35,3381.36,137.2583103,8.988,False
29,24/02/2012,39.0,3.751,7623.6,3357.2,,3737.6,5024.43,137.3411034,8.988,False
29,02/03/2012,37.47,3.827,12783.88,800.94,1.09,6884.75,1699.2,137.4238966,8.988,False
29,09/03/2012,41.72,3.876,5564.21,396.61,,531.23,1542.59,137.5066897,8.988,False
29,16/03/2012,46.06,3.867,4383.29,94.3,0.99,642.33,1575.61,137.5843871,8.988,False
29,23/03/2012,54.68,3.889,2826.57,69.69,2.31,538.94,1177.24,137.6552903,8.988,False
29,30/03/2012,46.4,3.921,4713.53,42.04,1.5,266.03,915.19,137.7261935,8.988,False
29,06/04/2012,46.38,3.957,9650.62,,10.77,1831.88,4732.84,137.7970968,9.14,False
29,13/04/2012,49.89,4.025,2015.59,4370.68,2.75,424.21,1595.7,137.868,9.14,False
29,20/04/2012,58.81,4.046,2087.5,1908.99,9.68,234.05,1581.26,137.9230667,9.14,False
29,27/04/2012,51.42,4.023,1238.43,,6.62,58.84,1407.86,137.9781333,9.14,False
29,04/05/2012,50.75,3.991,5067.27,,12.59,1773.6,1695.58,138.0332,9.14,False
29,11/05/2012,56.72,3.947,6606.84,,7.15,477.96,2857.52,138.0882667,9.14,False
29,18/05/2012,61.9,3.899,3018.19,,76.29,661.56,597.94,138.1065806,9.14,False
29,25/05/2012,62.39,3.85,7467.41,,290.33,309.68,2750.24,138.1101935,9.14,False
29,01/06/2012,70.01,3.798,8940.48,,63.86,885.58,2768.33,138.1138065,9.14,False
29,08/06/2012,61.71,3.746,5777.3,117.2,23.9,440.62,3946.59,138.1174194,9.14,False
29,15/06/2012,66.56,3.683,3861.04,306.6,7.02,89.54,1180.28,138.1295333,9.14,False
29,22/06/2012,70.61,3.629,4524.86,492.8,0.99,1745.53,2589.37,138.1629,9.14,False
29,29/06/2012,70.99,3.577,5142.08,329.04,0.27,565.5,1957.42,138.1962667,9.14,False
29,06/07/2012,77.41,3.538,5782.33,132.2,30.11,1918.9,4059.51,138.2296333,9.419,False
29,13/07/2012,75.81,3.561,3071.52,163.0,22.04,1087.28,656.21,138.263,9.419,False
29,20/07/2012,76.57,3.61,1142.93,212.35,8.11,368.45,1625.35,138.2331935,9.419,False
29,27/07/2012,73.52,3.701,4006.71,190.7,2.17,1656.41,1187.12,138.2033871,9.419,False
29,03/08/2012,72.99,3.698,6061.65,149.02,,4925.98,2222.95,138.1735806,9.419,False
29,10/08/2012,76.74,3.772,27921.89,341.19,9.08,1673.62,1983.79,138.1437742,9.419,False
29,17/08/2012,74.92,3.84,1727.05,167.24,0.3,504.22,1175.37,138.1857097,9.419,False
29,24/08/2012,70.42,3.874,2436.31,71.53,1.98,1546.95,1061.4,138.2814516,9.419,False
29,31/08/2012,71.93,3.884,5937.04,64.33,26.74,1875.2,1385.34,138.3771935,9.419,False
29,07/09/2012,73.3,3.921,6434.83,49.02,42.16,1096.81,3319.92,138.4729355,9.419,True
29,14/09/2012,66.42,3.988,5649.87,89.66,4.86,1763.17,4109.45,138.5673,9.419,False
29,21/09/2012,63.38,4.056,2956.4,24.91,4.5,345.81,2110.49,138.6534,9.419,False
29,28/09/2012,62.17,4.018,4039.87,7.91,1.98,687.56,3822.63,138.7395,9.419,False
29,05/10/2012,62.09,4.027,4727.88,,9.12,676.3,1904.05,138.8256,9.151,False
29,12/10/2012,54.18,4.029,2264.29,,6.8,829.39,675.12,138.9117,9.151,False
29,19/10/2012,55.28,4.0,1021.83,,2.28,194.24,3821.21,138.8336129,9.151,False
29,26/10/2012,57.58,3.917,5581.8,2.98,,398.23,396.11,138.7281613,9.151,False
29,02/11/2012,54.55,3.817,6161.11,3333.61,17.84,1281.79,807.58,138.6227097,9.151,False
29,09/11/2012,40.0,3.792,2365.7,3554.12,38.94,493.37,1049.91,138.5172581,9.151,False
29,16/11/2012,45.84,3.754,3274.05,821.65,26.46,341.08,2016.7,138.4473,9.151,False
29,23/11/2012,41.34,3.727,257.29,,56888.86,46.8,327.65,138.4246667,9.151,True
29,30/11/2012,37.89,3.713,9662.58,,2361.57,1476.42,4082.28,138.4020333,9.151,False
29,07/12/2012,42.13,3.679,5600.51,,73.0,807.18,3851.16,138.3794,9.151,False
29,14/12/2012,42.31,3.639,1089.14,,56.0,125.07,1828.21,138.3685484,9.151,False
29,21/12/2012,41.52,3.574,2579.86,,235.0,64.23,3165.77,138.4283871,9.151,False
29,28/12/2012,34.8,3.56,5771.46,10500.57,350.03,186.82,157.48,138.4882258,9.151,True
29,04/01/2013,29.43,3.577,2196.2,14286.35,0.82,42.96,2531.07,138.5480645,8.951,False
29,11/01/2013,36.36,3.595,908.65,7854.23,2.66,69.22,1126.49,138.6079032,8.951,False
29,18/01/2013,38.95,3.593,1939.5,1780.07,2.96,90.52,1005.06,138.6701613,8.951,False
29,25/01/2013,25.22,3.579,589.55,764.19,0.5,3.97,796.07,138.7333871,8.951,False
29,01/02/2013,32.63,3.608,6803.76,1190.61,5.1,4060.16,149.87,138.7966129,8.951,False
29,08/02/2013,27.69,3.755,42893.1,354.67,146.7,18264.03,1146.15,138.8598387,8.951,True
29,15/02/2013,32.73,3.807,3033.25,4673.68,110.0,925.8,3914.86,138.9004286,8.951,False
29,22/02/2013,30.28,3.866,14443.78,1340.14,11.56,3671.03,4526.17,138.8844286,8.951,False
29,01/03/2013,38.37,3.885,2430.08,327.78,1.2,125.22,598.99,138.8684286,8.951,False
29,08/03/2013,35.39,3.868,15921.42,143.4,1.79,2243.32,1381.64,138.8524286,8.951,False
29,15/03/2013,39.87,3.843,4850.99,,0.49,1196.12,1057.5,138.8597742,8.951,False
29,22/03/2013,33.55,3.819,11679.14,,450.0,1170.62,1039.34,138.9254839,8.951,False
29,29/03/2013,40.87,3.796,5183.14,,343.92,16.38,1132.22,138.9911935,8.951,False
29,05/04/2013,41.85,3.772,10522.37,1250.96,100.58,1277.17,1335.89,139.0569032,8.78,False
29,12/04/2013,49.5,3.723,3169.9,322.07,65.6,480.59,1050.29,139.1226129,8.78,False
29,19/04/2013,50.31,3.678,1024.31,123.07,20.0,206.77,642.13,139.1226129,8.78,False
29,26/04/2013,48.72,3.626,2316.59,,29.4,87.93,1270.04,139.1226129,8.78,False
29,03/05/2013,53.24,3.601,6113.18,4.0,24.61,1794.82,2871.71,,,False
29,10/05/2013,55.35,3.603,3694.83,66.92,29.34,354.28,6956.88,,,False
29,17/05/2013,56.64,3.63,5885.5,36.0,15.86,341.95,2145.15,,,False
29,24/05/2013,62.01,3.654,3703.49,61.0,77.04,1137.25,1869.38,,,False
29,31/05/2013,60.39,3.668,2577.62,33.41,121.05,56.27,726.67,,,False
29,07/06/2013,65.77,3.66,9549.69,171.45,173.44,2652.08,3563.94,,,False
29,14/06/2013,64.37,3.667,3274.68,115.81,262.18,1570.86,1360.61,,,False
29,21/06/2013,67.88,3.673,1926.74,136.85,81.53,2287.86,1901.5,,,False
29,28/06/2013,74.62,3.673,4911.94,492.18,3.0,1842.62,1688.61,,,False
29,05/07/2013,75.13,3.643,6246.33,655.45,111.0,3255.46,755.71,,,False
29,12/07/2013,77.78,3.645,1864.43,502.49,27.6,840.94,883.78,,,False
29,19/07/2013,80.67,3.803,3707.14,1010.86,,906.45,546.63,,,False
29,26/07/2013,74.25,3.879,483.7,851.44,,279.89,776.84,,,False
30,05/02/2010,39.05,2.572,,,,,,210.7526053,8.324,False
30,12/02/2010,37.77,2.548,,,,,,210.8979935,8.324,True
30,19/02/2010,39.75,2.514,,,,,,210.9451605,8.324,False
30,26/02/2010,45.31,2.561,,,,,,210.9759573,8.324,False
30,05/03/2010,48.61,2.625,,,,,,211.0067542,8.324,False
30,12/03/2010,57.1,2.667,,,,,,211.037551,8.324,False
30,19/03/2010,54.68,2.72,,,,,,210.8733316,8.324,False
30,26/03/2010,51.66,2.732,,,,,,210.6766095,8.324,False
30,02/04/2010,64.12,2.719,,,,,,210.4798874,8.2,False
30,09/04/2010,65.74,2.77,,,,,,210.2831653,8.2,False
30,16/04/2010,67.87,2.808,,,,,,210.1495463,8.2,False
30,23/04/2010,64.21,2.795,,,,,,210.1000648,8.2,False
30,30/04/2010,66.93,2.78,,,,,,210.0505833,8.2,False
30,07/05/2010,70.87,2.835,,,,,,210.0011018,8.2,False
30,14/05/2010,73.08,2.854,,,,,,209.9984585,8.2,False
30,21/05/2010,74.24,2.826,,,,,,210.2768443,8.2,False
30,28/05/2010,80.94,2.759,,,,,,210.5552301,8.2,False
30,04/06/2010,82.68,2.705,,,,,,210.833616,8.2,False
30,11/06/2010,83.51,2.668,,,,,,211.1120018,8.2,False
30,18/06/2010,86.18,2.637,,,,,,211.1096543,8.2,False
30,25/06/2010,87.01,2.653,,,,,,210.9950134,8.2,False
30,02/07/2010,82.29,2.669,,,,,,210.8803726,8.099,False
30,09/07/2010,81.67,2.642,,,,,,210.7657317,8.099,False
30,16/07/2010,85.61,2.623,,,,,,210.7577954,8.099,False
30,23/07/2010,87.17,2.608,,,,,,210.8921319,8.099,False
30,30/07/2010,83.59,2.64,,,,,,211.0264684,8.099,False
30,06/08/2010,90.3,2.627,,,,,,211.1608049,8.099,False
30,13/08/2010,89.65,2.692,,,,,,211.2951413,8.099,False
30,20/08/2010,89.58,2.664,,,,,,211.2596586,8.099,False
30,27/08/2010,86.2,2.619,,,,,,211.2241759,8.099,False
30,03/09/2010,82.57,2.577,,,,,,211.1886931,8.099,False
30,10/09/2010,79.3,2.565,,,,,,211.1532104,8.099,True
30,17/09/2010,83.03,2.582,,,,,,211.1806415,8.099,False
30,24/09/2010,80.79,2.624,,,,,,211.2552578,8.099,False
30,01/10/2010,70.28,2.603,,,,,,211.3298742,8.163,False
30,08/10/2010,65.76,2.633,,,,,,211.4044906,8.163,False
30,15/10/2010,68.61,2.72,,,,,,211.4713286,8.163,False
30,22/10/2010,70.72,2.725,,,,,,211.5187208,8.163,False
30,29/10/2010,67.51,2.716,,,,,,211.5661131,8.163,False
30,05/11/2010,58.71,2.689,,,,,,211.6135053,8.163,False
30,12/11/2010,60.95,2.728,,,,,,211.6608975,8.163,False
30,19/11/2010,51.71,2.771,,,,,,211.5470304,8.163,False
30,26/11/2010,62.96,2.735,,,,,,211.4062867,8.163,True
30,03/12/2010,50.43,2.708,,,,,,211.265543,8.163,False
30,10/12/2010,46.35,2.843,,,,,,211.1247993,8.163,False
30,17/12/2010,48.63,2.869,,,,,,211.0645458,8.163,False
30,24/12/2010,51.29,2.886,,,,,,211.0646599,8.163,False
30,31/12/2010,47.19,2.943,,,,,,211.064774,8.163,True
